phase,delta,score_threshold,selection_coverage,candidate_precision,routed_mass_coverage,complete_route_coverage,mean_candidate_count,candidate_amplification,candidate_set_fraction
prefill,13,0.1,0.82047596919609,0.2767009990017785,0.8384753388967783,0.49805042984376713,11.86128011210705,2.9653200280267624,0.3706650035033453
prefill,14,0.1,0.8303077074031096,0.28272494947207205,0.8464563022645295,0.5236368180688498,11.747299825699429,2.936824956424857,0.36710311955310715
prefill,15,0.1,0.8360388298017365,0.28822852579369146,0.8523312587953948,0.5296955785384426,11.602689857604542,2.9006724644011355,0.36258405805014193
prefill,16,0.1,0.8369065472609376,0.3010889149228996,0.854312676176527,0.5396407688487573,11.120352264156304,2.780088066039076,0.3475110082548845
prefill,17,0.1,0.836799283217543,0.31895123889810423,0.8525899904454539,0.5300117476987591,10.49565767980629,2.6239144199515727,0.3279893024939466
prefill,18,0.1,0.834996959281851,0.3245245052384068,0.8503662993107309,0.5384646778749684,10.291112547180369,2.572778136795092,0.3215972670993865
prefill,19,0.1,0.8432236854817474,0.33038753239660834,0.8593609071829424,0.5625515707240356,10.210451780771233,2.5526129451928083,0.31907661814910104
prefill,20,0.1,0.8415862165211698,0.3626374988844757,0.8542023903628498,0.5847966066132824,9.28303062833848,2.32075765708462,0.2900947071355775
prefill,21,0.1,0.8428549797179724,0.3737714099320289,0.8556014595216573,0.5981384391262365,9.020676107825619,2.2551690269564046,0.2818961283695506
prefill,22,0.1,0.8429895893877462,0.3599036595516669,0.8441437401544611,0.6231073976607242,9.372378584192866,2.3430946460482165,0.29288683075602706
prefill,23,0.1,0.8354436828265708,0.3925438280533913,0.831258104548507,0.5904343606003655,8.513204951240414,2.1283012378101036,0.26603765472626295
decode,1,0.15,0.6772885529891304,0.29206644527119296,0.6979584486588188,0.28719429347826086,9.2734375,2.318359375,0.289794921875
decode,2,0.15,0.6758922230113635,0.2992002252108902,0.6983515566045587,0.26740056818181823,9.035688920454545,2.2589222301136362,0.28236527876420453
decode,3,0.15,0.6934523809523809,0.3066484419143687,0.7141946610950288,0.30626860119047616,9.047247023809524,2.261811755952381,0.2827264694940476
decode,4,0.15,0.699267578125,0.3075674315770095,0.7222835063934325,0.31171875000000004,9.09609375,2.2740234375,0.2842529296875
decode,5,0.15,0.6927425986842105,0.30749287096681366,0.7111248217130963,0.3170230263157895,9.019942434210526,2.2549856085526314,0.2818732010690789
decode,6,0.15,0.693359375,0.3007016410733402,0.7155872980753581,0.3123914930555555,9.2236328125,2.305908203125,0.288238525390625
decode,7,0.15,0.6892233455882353,0.30710761389959906,0.7120347303502701,0.2984834558823529,8.980124080882351,2.245031020220588,0.2806288775275735
decode,8,0.15,0.68988037109375,0.31033484882691836,0.7097641825675964,0.31005859375,8.8985595703125,2.224639892578125,0.2780799865722656
decode,9,0.15,0.7169270833333333,0.30879181153109014,0.7375767389933268,0.34726562499999997,9.287630208333333,2.321907552083333,0.29023844401041665
decode,10,0.15,0.7052873883928572,0.30149115491786926,0.7240398270743233,0.32449776785714285,9.359933035714286,2.3399832589285716,0.29249790736607145
